vehicle_model,fuel_type,transmission_type,country,maximum_power(hp),maximum_torque(N/m),maximum_speed(km/h),vehicle_acceleration(0-100 km/h in seconds),vehicle_mileage(mpg),vehicle_sprung_mass(kg),steering_radius(m),axle_type(driven/dead),tyre_brand,tyre_size,tread_material,tread_pattern,tyre_camber_angle(degree),standard_tread_depth(mm),retreaded,road_condition,weather_condition,expected_tyre_life(km),kilometers_driven(km),remaining_useful_life(km),current_tread_depth(mm)
Truck,Hybrid,Automatic,UK,368,270,201,9.79,26.96,1199,6.43,driven,Bridgestone,225/65R17,Carbon Black,Asymmetric,-0.15,8.5,No,Off-road,Cold,58660.0,5830.2,32928.6,7.92
SUV,Petrol,Automatic,USA,416,405,206,13.02,45.34,1404,6.39,dead,Pirelli,205/55R16,Silica Compound,Asymmetric,-0.55,7.5,No,Rough,Cold,46352.7,36392.3,6208.3,2.81
Hatchback,Petrol,Manual,Japan,377,563,213,4.12,23.22,1420,5.17,driven,Pirelli,205/55R16,Carbon Black,Directional,-0.88,8.5,Yes,Smooth,Cold,43868.6,28403.2,9639.5,4.07
Hatchback,Hybrid,Manual,USA,283,521,234,8.99,36.77,1006,5.78,driven,Bridgestone,225/65R17,Silica Compound,Asymmetric,-2.38,8.5,No,Rough,Humid,67288.2,32953.0,21401.0,5.18
SUV,Hybrid,Automatic,UK,447,215,175,7.5,47.17,1591,5.57,driven,Continental,205/55R16,Silica Compound,Symmetric,0.26,7.5,No,Off-road,Humid,53793.9,29740.5,14992.4,4.13
Coupe,Diesel,Automatic,Japan,317,431,251,9.8,36.48,1285,6.13,dead,Continental,225/65R17,Dual Compound,Asymmetric,-1.19,8.5,Yes,Off-road,Cold,62902.5,31642.8,19484.0,5.09
Truck,Hybrid,Manual,Japan,234,428,270,6.25,51.32,1670,5.75,driven,Pirelli,245/40R18,Silica Compound,Asymmetric,0.96,8.0,No,Rough,Cold,42673.5,2295.5,25167.4,7.69
Hatchback,Petrol,Automatic,USA,319,382,252,4.65,17.34,1388,4.5,dead,Bridgestone,205/55R16,Dual Compound,Symmetric,-1.08,8.0,No,Off-road,Cold,41723.9,30673.3,6887.8,3.29
Coupe,Petrol,Manual,USA,215,216,249,10.26,38.53,1415,6.03,dead,Goodyear,205/55R16,Silica Compound,Symmetric,-0.41,8.5,No,Smooth,Dry,54845.6,28070.5,16688.7,4.97
SUV,Petrol,Manual,Germany,441,572,253,8.17,37.47,1783,5.99,dead,Continental,245/40R18,Carbon Black,Asymmetric,-2.69,8.5,No,Rough,Rainy,49466.5,8549.0,25503.7,7.27
Coupe,Petrol,Automatic,UK,448,232,206,10.22,41.41,2006,5.52,driven,Goodyear,195/65R15,Dual Compound,Symmetric,2.96,8.5,No,Off-road,Cold,40147.2,27329.5,7989.3,3.84
Sedan,Petrol,Manual,Germany,143,595,265,6.11,48.34,2173,6.31,dead,Pirelli,195/65R15,Silica Compound,Asymmetric,0.05,7.5,No,Rough,Dry,45498.8,31624.7,8647.7,3.34
Hatchback,Diesel,Automatic,Japan,202,244,225,7.39,44.03,2014,6.32,dead,Goodyear,245/40R18,Dual Compound,Asymmetric,-2.85,8.0,No,Rough,Dry,46563.3,9941.0,22826.4,6.58
SUV,Petrol,Automatic,USA,333,575,158,9.62,46.61,1427,5.55,dead,Goodyear,205/55R16,Carbon Black,Asymmetric,0.25,8.0,No,Rough,Cold,48655.2,38753.6,6171.6,2.95
Truck,Diesel,Automatic,Japan,193,582,208,9.93,26.55,2004,5.72,driven,Continental,205/55R16,Silica Compound,Symmetric,2.22,8.5,No,Rough,Rainy,66326.1,30278.2,22468.5,5.23
SUV,Petrol,Automatic,Japan,99,555,149,7.72,30.5,2316,6.49,driven,Pirelli,205/55R16,Silica Compound,Directional,1.64,8.5,No,Rough,Humid,52618.1,9503.3,26873.2,7.29
Truck,Electric,Automatic,India,95,251,267,6.8,40.07,1333,5.1,driven,Goodyear,225/65R17,Carbon Black,Directional,1.21,7.5,No,Smooth,Cold,60383.0,39709.1,12886.0,3.65
SUV,Electric,Automatic,India,224,537,238,6.74,37.14,1271,5.15,driven,Continental,195/65R15,Silica Compound,Asymmetric,-2.16,7.5,No,Rough,Cold,40551.9,24198.4,10193.0,4.1
Coupe,Electric,Manual,Japan,287,572,171,5.75,53.44,2066,4.87,dead,Goodyear,205/55R16,Silica Compound,Asymmetric,0.95,8.0,No,Smooth,Humid,64417.8,10977.2,33309.2,6.9
Coupe,Electric,Manual,USA,98,536,251,7.25,22.47,2491,6.29,driven,Continental,195/65R15,Dual Compound,Symmetric,1.6,7.5,No,Rough,Rainy,47209.9,41183.5,3756.2,2.33
Coupe,Diesel,Manual,Japan,245,240,163,5.99,29.05,1318,5.99,dead,Pirelli,195/65R15,Silica Compound,Directional,0.43,8.0,No,Off-road,Humid,49271.2,42103.9,4467.3,2.55
Sedan,Diesel,Manual,India,117,316,174,10.34,37.91,1526,4.71,driven,Bridgestone,205/55R16,Carbon Black,Directional,2.36,8.5,No,Rough,Cold,41357.7,34585.1,4221.3,2.92
Truck,Hybrid,Automatic,USA,260,413,222,9.69,49.72,1759,6.46,dead,Continental,245/40R18,Silica Compound,Directional,-1.34,8.5,No,Rough,Cold,52290.8,20875.9,19580.7,5.76
Coupe,Petrol,Manual,Japan,428,241,209,7.83,52.17,2195,5.96,driven,Continental,245/40R18,Dual Compound,Symmetric,-1.55,8.0,Yes,Off-road,Dry,65577.3,54076.5,7168.4,2.77
Sedan,Electric,Manual,UK,184,401,248,7.26,28.44,1320,6.2,driven,Goodyear,195/65R15,Silica Compound,Symmetric,2.22,8.5,No,Smooth,Humid,51362.0,43390.4,4968.7,2.54
Truck,Diesel,Manual,UK,179,504,238,6.38,17.68,1738,4.6,driven,Pirelli,225/65R17,Dual Compound,Symmetric,0.75,7.5,No,Smooth,Dry,67258.2,67025.5,145.0,1.62
SUV,Petrol,Automatic,Japan,169,379,172,9.35,31.86,2067,5.51,dead,Michelin,195/65R15,Silica Compound,Asymmetric,-2.99,8.5,No,Smooth,Dry,66023.4,63224.3,1744.7,2.0
Sedan,Petrol,Manual,USA,379,158,195,13.19,30.77,1453,5.9,dead,Michelin,195/65R15,Dual Compound,Symmetric,-0.88,8.5,No,Smooth,Dry,41858.8,16025.5,16101.8,5.83
Hatchback,Diesel,Automatic,Japan,411,173,151,10.86,54.46,1745,5.59,driven,Bridgestone,245/40R18,Dual Compound,Asymmetric,2.15,8.0,Yes,Off-road,Dry,49158.2,9743.4,24567.0,6.76
Sedan,Electric,Manual,Japan,158,593,150,11.44,32.24,1928,5.83,driven,Pirelli,205/55R16,Silica Compound,Asymmetric,-2.84,7.5,Yes,Smooth,Humid,67312.5,19686.4,29685.1,5.89
Sedan,Hybrid,Automatic,India,152,280,209,12.34,27.23,1847,6.14,driven,Continental,205/55R16,Carbon Black,Asymmetric,-2.98,7.5,No,Smooth,Humid,40894.3,20233.7,12877.6,4.43
Truck,Petrol,Automatic,UK,255,408,279,7.52,29.62,1867,5.25,driven,Michelin,225/65R17,Carbon Black,Asymmetric,-1.31,8.5,No,Smooth,Humid,62974.2,50723.1,7636.1,2.93
SUV,Hybrid,Manual,India,175,319,180,4.63,30.88,1773,6.2,driven,Bridgestone,245/40R18,Silica Compound,Symmetric,2.48,8.5,No,Smooth,Cold,67192.8,48579.4,11601.7,3.42
Hatchback,Electric,Automatic,India,424,395,245,10.23,47.86,1082,4.83,driven,Pirelli,245/40R18,Silica Compound,Symmetric,2.41,7.5,No,Smooth,Rainy,63114.7,49716.3,8351.2,2.68
Coupe,Electric,Automatic,Japan,182,135,142,5.89,18.24,1542,5.04,dead,Bridgestone,195/65R15,Silica Compound,Directional,0.11,7.5,No,Rough,Dry,62314.4,23674.9,24083.8,5.12
Coupe,Hybrid,Manual,India,303,524,142,9.69,27.66,1321,4.59,dead,Michelin,245/40R18,Silica Compound,Directional,0.32,8.0,No,Rough,Cold,65300.7,16123.0,30652.2,6.4
Sedan,Electric,Manual,UK,85,292,223,11.4,53.65,1785,5.23,dead,Goodyear,195/65R15,Silica Compound,Asymmetric,-1.01,8.5,No,Smooth,Humid,59973.7,1447.1,36479.3,8.34
Truck,Petrol,Manual,India,201,367,246,11.84,21.12,2257,5.26,dead,Goodyear,225/65R17,Carbon Black,Directional,-1.54,8.5,No,Off-road,Humid,52692.9,32995.4,12277.3,4.1
Truck,Hybrid,Automatic,UK,315,502,273,7.02,44.7,1539,6.11,dead,Pirelli,245/40R18,Dual Compound,Directional,1.89,7.5,Yes,Off-road,Cold,41882.7,33298.3,5350.6,2.76
Coupe,Electric,Automatic,India,195,337,159,9.12,29.26,1251,5.81,dead,Bridgestone,245/40R18,Dual Compound,Directional,-2.36,8.0,No,Rough,Dry,63639.0,56584.0,4397.3,2.33
Hatchback,Hybrid,Automatic,UK,242,206,278,10.21,38.27,1835,5.37,driven,Continental,195/65R15,Carbon Black,Asymmetric,-0.08,7.5,No,Off-road,Humid,67157.6,31983.0,21924.2,4.67
SUV,Petrol,Manual,India,305,201,235,12.19,18.98,1448,5.8,driven,Michelin,245/40R18,Carbon Black,Directional,0.81,8.5,No,Rough,Dry,55347.6,51343.0,2496.1,2.1
Hatchback,Electric,Automatic,India,309,181,263,11.61,27.26,2262,4.61,driven,Goodyear,205/55R16,Dual Compound,Symmetric,-2.38,8.5,No,Smooth,Dry,55975.3,11330.1,27827.2,7.32
SUV,Petrol,Automatic,USA,261,406,160,13.88,35.03,1489,4.86,driven,Goodyear,225/65R17,Carbon Black,Asymmetric,0.12,8.5,No,Smooth,Rainy,52098.6,26798.4,15769.5,5.07
Coupe,Electric,Automatic,UK,328,161,253,4.08,24.27,1463,5.75,driven,Bridgestone,205/55R16,Silica Compound,Symmetric,0.47,8.5,No,Off-road,Humid,65706.5,14045.9,32199.8,6.91
SUV,Diesel,Automatic,UK,397,131,152,8.37,36.67,1313,5.78,dead,Goodyear,195/65R15,Carbon Black,Asymmetric,1.45,8.0,No,Off-road,Cold,40444.1,7606.5,20467.5,6.64
Truck,Electric,Automatic,UK,289,440,225,6.56,23.79,2198,6.05,dead,Bridgestone,195/65R15,Carbon Black,Symmetric,-1.59,8.5,No,Off-road,Rainy,58736.5,55998.6,1706.5,1.94
Sedan,Hybrid,Automatic,Germany,223,353,174,5.2,41.0,2203,5.31,dead,Michelin,195/65R15,Carbon Black,Directional,-1.24,7.5,No,Smooth,Dry,67222.4,54970.5,7636.6,2.6
Sedan,Electric,Automatic,India,424,448,186,13.12,51.17,1384,5.95,dead,Bridgestone,225/65R17,Carbon Black,Asymmetric,0.42,8.0,Yes,Smooth,Cold,43096.7,508.5,26545.0,8.0
Coupe,Petrol,Manual,UK,175,250,264,13.98,18.42,1294,5.87,dead,Goodyear,245/40R18,Dual Compound,Symmetric,2.9,8.0,No,Off-road,Rainy,68774.9,18467.0,31356.7,6.21
Truck,Petrol,Manual,Germany,425,234,249,5.81,23.66,2238,6.43,driven,Bridgestone,205/55R16,Dual Compound,Asymmetric,-1.7,8.5,No,Off-road,Rainy,69030.3,14160.6,34200.1,6.95
Hatchback,Electric,Manual,USA,323,337,176,4.38,48.78,1985,4.93,dead,Goodyear,245/40R18,Dual Compound,Symmetric,2.92,8.0,No,Off-road,Rainy,67893.7,9989.5,36091.4,7.09
Truck,Hybrid,Automatic,UK,165,256,160,6.75,40.26,1761,5.6,dead,Pirelli,195/65R15,Dual Compound,Directional,1.29,8.5,No,Off-road,Dry,53876.4,37574.1,10161.2,3.71
Sedan,Diesel,Automatic,UK,263,225,153,12.35,18.15,1768,5.7,dead,Goodyear,245/40R18,Silica Compound,Asymmetric,1.96,8.0,No,Rough,Dry,51489.1,29186.0,13901.4,4.38
Sedan,Hybrid,Manual,Germany,200,298,230,6.94,34.45,2098,6.5,driven,Goodyear,225/65R17,Silica Compound,Asymmetric,-2.46,8.0,No,Off-road,Humid,61178.4,27771.0,20822.7,5.08
Truck,Diesel,Automatic,India,411,135,199,4.57,23.39,1343,4.9,driven,Goodyear,195/65R15,Dual Compound,Symmetric,-1.2,7.5,No,Off-road,Rainy,49560.7,9391.6,25037.2,6.34
Truck,Petrol,Manual,USA,171,591,263,4.52,22.96,1141,5.55,driven,Pirelli,245/40R18,Dual Compound,Symmetric,-2.65,7.5,No,Rough,Cold,42050.3,11673.9,18933.5,5.94
Sedan,Hybrid,Automatic,UK,149,361,162,8.27,52.63,1717,5.19,driven,Continental,205/55R16,Dual Compound,Directional,-0.77,7.5,No,Rough,Dry,67042.7,23874.0,26906.8,5.42
Hatchback,Diesel,Automatic,India,212,453,250,13.32,45.46,2222,5.55,driven,Goodyear,195/65R15,Carbon Black,Symmetric,2.89,8.0,No,Rough,Rainy,59045.7,46379.4,7894.9,2.99
Coupe,Electric,Manual,USA,358,500,263,6.86,42.85,2194,4.96,driven,Continental,195/65R15,Silica Compound,Symmetric,-2.37,7.5,No,Rough,Cold,46214.6,45715.0,311.4,1.35
Coupe,Petrol,Manual,Japan,216,506,169,8.27,24.56,1405,4.6,dead,Michelin,225/65R17,Silica Compound,Symmetric,0.37,7.5,No,Off-road,Dry,40552.3,7460.7,20625.8,6.37
Truck,Electric,Manual,Japan,393,345,254,5.02,19.74,1227,5.65,dead,Bridgestone,225/65R17,Carbon Black,Directional,-2.96,7.5,No,Smooth,Cold,61705.5,21073.8,25325.5,5.54
Coupe,Petrol,Manual,USA,266,361,229,8.94,49.83,1410,5.17,dead,Continental,205/55R16,Carbon Black,Directional,1.28,8.0,No,Smooth,Cold,65584.0,18376.7,29424.0,6.11
Sedan,Hybrid,Manual,Germany,300,527,177,10.97,15.24,1951,4.86,driven,Michelin,245/40R18,Carbon Black,Asymmetric,-1.82,8.5,No,Smooth,Humid,52169.4,2299.0,31084.0,8.18
Sedan,Hybrid,Automatic,USA,125,576,222,6.71,30.52,1897,5.15,driven,Bridgestone,245/40R18,Silica Compound,Directional,-2.22,7.5,No,Smooth,Dry,42426.9,9300.8,20647.4,6.18
Truck,Petrol,Automatic,USA,357,260,166,6.97,26.1,1690,4.6,driven,Goodyear,195/65R15,Carbon Black,Symmetric,-0.98,8.0,Yes,Smooth,Dry,59458.6,53608.7,3646.2,2.25
Truck,Petrol,Automatic,Germany,271,505,243,12.42,37.82,1877,6.4,driven,Goodyear,195/65R15,Carbon Black,Asymmetric,1.63,8.0,No,Smooth,Dry,48907.9,41222.4,4790.3,2.56
Truck,Petrol,Manual,Germany,87,318,255,4.1,25.02,1786,5.66,dead,Goodyear,245/40R18,Carbon Black,Directional,-2.36,8.5,No,Rough,Dry,44318.4,7427.6,22993.8,7.4
Hatchback,Hybrid,Manual,India,355,231,154,10.36,27.45,1061,6.13,driven,Pirelli,245/40R18,Dual Compound,Directional,-1.62,7.5,No,Rough,Humid,55311.9,20253.2,21851.9,5.34
Coupe,Diesel,Manual,India,258,246,142,7.94,49.0,2350,5.35,driven,Pirelli,245/40R18,Carbon Black,Symmetric,-2.95,8.0,No,Smooth,Humid,54455.3,16924.9,23392.5,5.92
Truck,Electric,Manual,Germany,413,140,149,6.98,39.13,1878,6.31,driven,Pirelli,195/65R15,Dual Compound,Symmetric,2.81,8.0,No,Off-road,Rainy,55503.1,8200.1,29483.7,6.98
SUV,Electric,Manual,Japan,118,266,259,10.58,20.83,2156,5.47,driven,Pirelli,225/65R17,Silica Compound,Directional,0.55,8.0,No,Off-road,Dry,64718.0,40268.1,15239.5,4.03
SUV,Hybrid,Manual,Japan,372,208,267,12.35,44.06,2212,5.65,driven,Michelin,225/65R17,Silica Compound,Asymmetric,1.32,8.5,No,Smooth,Cold,54536.4,30393.0,15048.4,4.86
Sedan,Electric,Automatic,USA,257,422,150,9.58,23.3,1355,5.48,dead,Michelin,205/55R16,Silica Compound,Symmetric,0.91,7.5,No,Off-road,Humid,67016.2,28615.3,23935.1,5.04
Coupe,Petrol,Automatic,UK,241,525,272,4.31,32.32,1070,5.97,driven,Goodyear,245/40R18,Dual Compound,Directional,-2.13,8.0,No,Rough,Cold,65254.3,55825.0,5877.3,2.47
Truck,Diesel,Automatic,USA,410,322,208,8.61,40.86,1262,5.63,driven,Bridgestone,245/40R18,Carbon Black,Directional,0.57,8.0,No,Rough,Cold,59533.5,36893.6,14111.3,3.95
SUV,Electric,Automatic,USA,183,536,203,8.63,25.88,1305,5.04,dead,Pirelli,245/40R18,Silica Compound,Symmetric,-2.21,8.0,No,Off-road,Cold,41705.6,10813.2,19255.1,6.3
Coupe,Diesel,Automatic,UK,240,535,153,9.44,30.36,1557,4.79,driven,Bridgestone,205/55R16,Carbon Black,Asymmetric,-0.59,8.0,No,Smooth,Rainy,65948.3,24645.2,25744.0,5.76
Sedan,Petrol,Manual,Germany,366,567,189,10.71,44.37,2247,5.71,driven,Michelin,245/40R18,Dual Compound,Asymmetric,0.41,7.5,No,Rough,Rainy,67167.2,10085.6,35578.7,6.6
Hatchback,Electric,Manual,Japan,202,204,211,4.19,52.52,2351,5.48,dead,Pirelli,225/65R17,Silica Compound,Asymmetric,0.35,7.5,No,Off-road,Dry,51251.4,30308.7,13053.5,3.97
Coupe,Hybrid,Manual,USA,133,286,208,9.02,36.17,1761,4.69,dead,Michelin,245/40R18,Carbon Black,Symmetric,-2.29,8.0,No,Off-road,Humid,55784.6,32724.8,14373.0,4.16
Coupe,Diesel,Manual,UK,113,503,274,9.88,15.4,1587,5.29,dead,Michelin,205/55R16,Carbon Black,Symmetric,-2.79,8.0,No,Rough,Dry,48430.6,42143.5,3918.7,2.43
Hatchback,Petrol,Manual,India,321,587,266,7.43,28.54,1073,5.53,dead,Continental,195/65R15,Silica Compound,Symmetric,1.79,8.0,No,Rough,Rainy,40441.5,34610.5,3634.4,2.37
Coupe,Diesel,Manual,USA,192,191,155,10.68,30.95,1141,6.15,dead,Michelin,195/65R15,Carbon Black,Asymmetric,1.36,8.5,No,Smooth,Rainy,54383.5,45515.9,5527.2,2.67
Sedan,Electric,Automatic,Japan,397,417,217,6.28,28.57,1101,4.65,dead,Goodyear,225/65R17,Dual Compound,Asymmetric,-2.51,8.5,No,Off-road,Cold,43880.8,24088.5,12336.5,4.78
Sedan,Electric,Manual,Germany,102,128,240,7.17,32.45,2088,5.2,dead,Michelin,225/65R17,Silica Compound,Symmetric,-2.24,8.5,No,Smooth,Dry,45499.7,29666.7,9868.6,4.09
Hatchback,Hybrid,Manual,USA,125,400,195,13.63,40.31,1192,6.15,dead,Pirelli,225/65R17,Silica Compound,Symmetric,2.36,8.0,No,Rough,Cold,54421.3,42206.0,7613.7,2.99
Truck,Petrol,Manual,USA,391,592,244,7.48,19.85,1952,5.8,dead,Goodyear,195/65R15,Silica Compound,Symmetric,1.61,8.5,No,Off-road,Rainy,66011.2,6052.2,37372.1,7.91
SUV,Petrol,Manual,UK,214,377,271,7.47,25.91,2085,5.08,dead,Michelin,245/40R18,Silica Compound,Asymmetric,2.98,7.5,No,Rough,Dry,65339.0,19640.8,28483.5,5.57
Truck,Hybrid,Automatic,India,197,394,187,9.96,35.31,2264,6.19,driven,Goodyear,205/55R16,Dual Compound,Directional,-1.48,8.5,No,Rough,Dry,68952.1,11659.1,35710.4,7.32
Coupe,Hybrid,Automatic,India,268,357,156,13.71,27.62,1409,5.49,dead,Michelin,205/55R16,Dual Compound,Directional,-0.07,8.0,No,Rough,Humid,54480.4,27865.0,16589.3,4.66
SUV,Petrol,Manual,Germany,210,139,250,13.83,54.64,1299,5.5,dead,Goodyear,245/40R18,Carbon Black,Asymmetric,-1.58,7.5,No,Smooth,Rainy,56560.3,47378.7,5722.8,2.47
Hatchback,Diesel,Automatic,Japan,291,352,209,9.8,32.26,2218,6.45,dead,Bridgestone,195/65R15,Dual Compound,Symmetric,0.74,8.0,Yes,Rough,Rainy,64663.5,14918.6,31005.7,6.49
Hatchback,Diesel,Automatic,Germany,192,340,219,4.01,49.79,1453,6.39,dead,Continental,195/65R15,Carbon Black,Symmetric,-2.31,7.5,No,Smooth,Humid,60990.2,44578.0,10229.7,3.34
SUV,Hybrid,Manual,USA,123,445,232,13.01,50.86,1573,5.22,dead,Goodyear,205/55R16,Carbon Black,Symmetric,-2.24,8.5,No,Rough,Rainy,45484.7,18458.8,16845.1,5.65
Sedan,Diesel,Manual,USA,207,136,177,9.7,48.44,1618,4.78,driven,Pirelli,225/65R17,Silica Compound,Symmetric,-2.57,8.5,No,Rough,Cold,51945.2,46910.4,3138.2,2.36
SUV,Petrol,Manual,India,443,499,240,7.66,16.88,1636,5.15,driven,Continental,225/65R17,Carbon Black,Asymmetric,1.16,7.5,No,Off-road,Cold,67874.8,42543.2,15789.0,4.02
Coupe,Electric,Manual,Japan,237,208,201,12.29,52.91,1300,4.56,driven,Continental,205/55R16,Silica Compound,Directional,-0.04,7.5,No,Rough,Cold,44383.8,43343.1,648.6,1.7
Sedan,Electric,Manual,UK,352,315,260,8.0,20.15,1778,4.54,dead,Michelin,205/55R16,Carbon Black,Directional,0.71,8.0,No,Off-road,Dry,46280.7,11369.8,21759.8,6.42
Hatchback,Diesel,Automatic,Japan,394,469,187,4.34,16.38,2479,5.29,dead,Goodyear,245/40R18,Dual Compound,Asymmetric,2.28,7.5,No,Off-road,Cold,52019.8,48064.1,2465.5,2.04
SUV,Hybrid,Manual,USA,434,203,149,12.21,31.57,1988,6.38,driven,Continental,245/40R18,Silica Compound,Symmetric,1.44,8.0,Yes,Smooth,Rainy,68196.2,24349.9,27329.2,5.78
Truck,Hybrid,Manual,UK,419,506,175,9.46,22.79,1201,6.24,dead,Pirelli,245/40R18,Carbon Black,Directional,-0.23,7.5,Yes,Off-road,Humid,43414.5,27002.4,10229.6,3.66
Truck,Hybrid,Manual,Japan,124,206,143,7.38,22.37,1673,5.52,dead,Pirelli,245/40R18,Dual Compound,Asymmetric,2.91,7.5,No,Off-road,Cold,60188.3,10503.3,30968.4,6.3
Coupe,Hybrid,Automatic,Japan,187,426,183,6.51,26.51,1301,5.63,driven,Pirelli,245/40R18,Dual Compound,Symmetric,-0.26,8.5,No,Rough,Cold,43963.7,33402.9,6582.4,3.34
Truck,Hybrid,Manual,UK,298,457,195,9.94,24.94,1336,4.51,dead,Michelin,245/40R18,Silica Compound,Directional,-2.33,8.5,No,Rough,Dry,55735.0,54522.8,755.6,1.8
SUV,Diesel,Manual,USA,397,273,181,6.08,42.39,1031,4.93,dead,Bridgestone,225/65R17,Silica Compound,Asymmetric,2.96,8.0,No,Smooth,Rainy,56096.9,44172.2,7432.6,3.19
SUV,Electric,Manual,Japan,394,559,253,7.24,22.47,2121,4.55,dead,Goodyear,205/55R16,Silica Compound,Directional,-2.86,8.0,No,Off-road,Humid,41278.8,25419.3,9885.1,4.17
Truck,Electric,Automatic,UK,256,347,160,10.37,36.72,1772,6.01,dead,Continental,195/65R15,Carbon Black,Directional,0.3,8.0,Yes,Off-road,Rainy,68623.5,30758.0,23601.4,5.24
SUV,Diesel,Manual,USA,307,567,218,12.82,54.46,2214,4.79,dead,Goodyear,245/40R18,Silica Compound,Asymmetric,-1.15,7.5,No,Smooth,Cold,64198.7,22163.7,26200.2,5.19
Coupe,Hybrid,Manual,UK,270,383,208,9.33,32.3,2071,6.24,dead,Continental,225/65R17,Dual Compound,Asymmetric,0.02,7.5,No,Rough,Rainy,49085.6,20567.5,17775.2,4.93
Sedan,Diesel,Manual,UK,239,584,209,11.59,40.67,2273,5.79,dead,Michelin,205/55R16,Dual Compound,Directional,0.35,8.0,No,Off-road,Humid,43918.7,14418.0,18387.7,5.9
Coupe,Electric,Automatic,Japan,346,342,206,11.63,53.77,2249,4.96,driven,Goodyear,205/55R16,Silica Compound,Directional,-1.56,7.5,No,Smooth,Cold,50368.8,41942.6,5252.0,2.43
Coupe,Petrol,Manual,USA,437,540,187,10.64,20.51,2295,4.82,driven,Michelin,205/55R16,Silica Compound,Asymmetric,0.34,8.5,No,Rough,Rainy,66828.3,59685.1,4452.3,2.36
SUV,Diesel,Manual,Japan,405,240,175,6.46,31.74,1664,5.76,dead,Michelin,245/40R18,Dual Compound,Symmetric,1.54,7.5,No,Smooth,Humid,43980.5,41766.4,1380.0,1.78
Sedan,Hybrid,Manual,Germany,269,530,166,12.67,49.01,1327,6.3,dead,Goodyear,245/40R18,Carbon Black,Symmetric,-1.4,8.5,No,Smooth,Cold,50479.5,21118.7,18300.4,5.67
SUV,Electric,Automatic,Germany,254,292,211,8.36,52.29,1796,5.94,driven,Goodyear,195/65R15,Dual Compound,Symmetric,-0.7,8.0,No,Off-road,Cold,54829.1,29948.7,15507.8,4.77
Hatchback,Electric,Manual,USA,369,123,240,4.44,39.05,2203,5.2,driven,Continental,245/40R18,Dual Compound,Symmetric,-1.39,7.5,No,Rough,Rainy,40986.5,23644.9,10808.9,3.97
SUV,Electric,Manual,UK,436,461,235,6.45,20.74,1813,5.67,driven,Pirelli,205/55R16,Dual Compound,Asymmetric,1.92,8.0,No,Off-road,Dry,48041.0,31278.9,10447.7,3.92
SUV,Electric,Manual,Japan,224,247,267,11.66,51.06,1664,5.12,driven,Michelin,205/55R16,Silica Compound,Symmetric,1.35,8.5,No,Off-road,Dry,57869.0,142.1,35980.9,8.5
SUV,Hybrid,Automatic,Japan,311,593,165,4.69,21.98,1745,6.5,driven,Bridgestone,225/65R17,Carbon Black,Directional,2.23,8.0,No,Rough,Humid,49718.9,41897.6,4875.0,2.51
Sedan,Petrol,Automatic,USA,439,599,205,5.47,29.12,2046,6.0,driven,Continental,225/65R17,Carbon Black,Symmetric,-1.98,8.5,No,Rough,Rainy,66115.8,17728.3,30159.6,6.88
SUV,Electric,Manual,USA,283,591,279,10.94,30.02,1929,5.73,driven,Continental,195/65R15,Silica Compound,Asymmetric,-2.56,8.5,No,Rough,Humid,68103.0,32155.8,22405.7,5.31
Sedan,Diesel,Automatic,Germany,292,229,161,12.93,32.89,1962,5.35,dead,Pirelli,225/65R17,Dual Compound,Symmetric,-2.28,8.0,No,Off-road,Rainy,53246.3,44810.4,5258.1,2.36
Truck,Petrol,Automatic,India,119,474,156,10.34,46.61,2393,5.74,driven,Pirelli,195/65R15,Silica Compound,Symmetric,-2.03,8.5,No,Rough,Humid,55960.6,55784.7,109.7,1.84
Hatchback,Electric,Automatic,USA,354,156,146,6.22,47.09,2268,5.18,driven,Michelin,225/65R17,Silica Compound,Asymmetric,0.2,8.0,No,Rough,Humid,58924.2,46837.9,7533.4,2.75
Sedan,Petrol,Manual,India,402,599,246,4.53,43.79,2183,4.56,driven,Continental,205/55R16,Carbon Black,Symmetric,2.83,8.0,No,Rough,Rainy,59936.0,1488.4,36430.1,7.99
Truck,Diesel,Manual,USA,161,190,207,10.15,15.89,1372,5.29,dead,Continental,245/40R18,Carbon Black,Asymmetric,-0.86,8.0,No,Smooth,Dry,41897.7,15450.0,16484.8,5.74
Sedan,Electric,Automatic,UK,260,408,267,4.47,37.59,1284,6.36,dead,Bridgestone,245/40R18,Silica Compound,Symmetric,2.75,8.5,No,Rough,Humid,41610.4,10286.5,19524.0,6.71
Sedan,Diesel,Automatic,UK,399,150,176,10.13,44.9,1520,5.75,dead,Michelin,195/65R15,Silica Compound,Asymmetric,-2.77,8.5,No,Off-road,Rainy,65967.6,63601.5,1474.8,1.9
Hatchback,Hybrid,Automatic,Germany,162,558,177,6.26,32.79,2473,4.67,driven,Michelin,245/40R18,Carbon Black,Symmetric,2.56,7.5,No,Smooth,Rainy,46596.2,12312.1,21369.1,5.98
Coupe,Electric,Manual,Germany,382,500,235,13.05,52.8,1696,6.27,driven,Pirelli,245/40R18,Carbon Black,Directional,-1.91,8.0,No,Off-road,Rainy,57523.2,54264.5,2031.1,1.91
Coupe,Electric,Manual,India,341,387,278,8.75,47.95,1806,5.04,driven,Michelin,225/65R17,Dual Compound,Directional,2.47,8.0,No,Smooth,Cold,58740.2,55069.9,2287.6,2.17
